english-math-GPA
28	60	59
29	61	48
99	95	14
46	58	25
7	17	68
64	13	62
52	71	14
20	11	63
19	20	11
44	38	27
30	99	33
72	50	52
62	37	17
31	9	58
6	92	63
66	29	73
26	63	46
69	97	4
64	7	49
96	9	41
36	54	57
87	16	59
92	35	67
15	2	76
45	21	61
57	14	20
100	54	92
39	17	75
81	61	2
29	7	43
3	66	27
76	95	56
1	19	75
4	74	94
5	11	61
70	24	76
43	7	93
28	96	55
50	98	37
82	6	55
57	63	28
24	11	36
49	69	26
5	56	96
45	96	81
98	33	6
14	10	37
27	87	0
50	76	71
73	26	97
19	19	13
19	48	11
65	82	100
25	21	55
49	38	51
98	83	0
75	52	65
30	67	96
18	30	77
28	75	36
65	76	42
29	87	36
83	26	48
70	32	51
7	89	89
83	78	49
49	53	93
71	98	75
32	89	52
17	1	18
35	37	7
64	60	45
12	19	51
15	14	57
52	4	19
13	23	79
6	36	52
28	79	21
43	95	79
68	98	98
84	65	24
30	35	96
44	44	28
44	70	59
98	34	38
36	18	93
56	18	66
74	11	66
66	7	59
86	20	66
67	44	21
53	31	49
32	22	70
24	69	80
50	63	66
94	30	45
84	6	76
86	12	80
32	9	54
59	64	28
36	59	23
62	77	26
37	44	2
89	3	97
23	31	49
87	23	48
100	73	77
14	2	13
91	82	32
42	21	22
96	74	58
42	88	10
56	88	86
40	56	86
42	95	3
80	63	81
30	46	86
5	59	91
51	22	56
9	72	96
94	96	23
81	94	30
38	81	44
38	30	36
62	60	17
91	72	8
10	10	18
52	12	75
36	90	15
68	91	66
54	47	16
91	46	61
63	62	0
73	42	82
37	92	16
50	43	99
74	61	51
48	99	61
77	42	83
49	45	4
14	71	91
79	85	83
20	72	13
56	28	9
7	38	69
37	15	20
59	86	46
16	94	30
14	6	49
55	14	4
78	13	17
97	58	71
91	59	7
33	30	72
85	18	32
41	40	61
93	39	27
63	90	59
58	99	77
61	64	78
34	65	57
9	79	14
93	11	80
98	46	56
13	25	55
75	31	76
98	74	66
88	63	76
78	15	23
58	38	60
94	30	95
29	99	65
15	76	40
17	49	28
82	95	93
71	50	65
4	84	67
1	63	91
11	47	2
82	32	63
91	34	74
19	3	15
62	84	26
90	59	56
36	81	24
38	6	68
83	7	65
59	54	55
94	93	68
4	18	52
62	33	44
77	26	14
55	62	91
78	9	66
38	14	24
10	66	83
66	74	40
34	100	24
98	32	81
18	26	11
48	57	66
75	27	25
12	59	54
9	83	44
78	5	98
100	21	39
30	83	26
86	39	44
11	27	34
19	79	95
34	36	36
79	29	53
0	63	87
99	98	6
28	56	92
96	57	94
27	99	10
41	89	43
86	63	17
21	63	100
92	94	81
59	76	46
8	100	76
45	99	58
52	32	85
19	57	83
53	16	71
40	93	80
85	93	48
94	94	67
35	79	0
87	7	4
26	69	81
45	88	58
18	82	0
52	90	56
58	66	5
35	69	47
29	51	1
1	75	84
99	15	6
9	10	19
58	65	24
81	94	88
2	8	28
13	22	10
80	32	3
92	35	27
61	0	10
54	58	57
3	25	95
97	46	73
52	8	71
81	95	24
31	78	73
18	32	61
19	15	28
91	22	42
80	6	80
79	49	10
9	4	7
68	77	68
94	5	62
55	62	14
40	99	38
80	60	57
54	42	68
50	35	42
28	13	3
52	17	40
93	73	59
61	72	91
16	64	0
4	25	26
99	64	54
14	51	23
4	0	46
23	25	6
42	60	69
65	40	64
65	41	89
22	63	90
55	79	27
47	63	97
56	49	17
42	51	71
89	14	62
80	47	16
94	70	47
52	18	12
21	52	23
37	40	84
38	77	1
65	60	72
97	58	37
49	67	77
90	0	8
99	76	26
1	86	94
72	28	93
42	2	61
14	26	11
74	19	9
33	3	74
70	24	54
91	83	90
80	44	3
71	63	17
3	23	76
98	35	54
90	66	48
8	22	58
10	83	32
26	76	47
67	56	98
34	28	52
72	11	3
4	93	85
90	71	39
44	11	2
35	76	85
55	43	38
25	61	1
97	81	0
57	53	69
57	3	6
20	69	95
24	25	24
51	86	74
64	19	52
18	67	72
29	92	100
62	12	13
59	9	67
51	76	31
2	47	39
16	32	68
33	23	42
8	10	50
61	4	58
64	62	42
50	78	13
29	28	62
69	95	92
94	61	60
27	74	50
94	48	38
35	48	87
84	86	43
29	21	81
50	1	7
55	96	48
25	0	98
17	74	19
77	48	38
76	39	63
82	81	37
0	68	56
20	29	13
55	66	93
70	100	6
82	18	93
84	39	66
12	2	73
53	76	75
18	58	0
49	8	46
81	48	41
43	49	34
51	34	67
34	70	35
4	47	74
12	96	29
45	93	0
98	70	78
65	47	92
82	2	71
12	6	58
47	90	52
66	38	69
59	32	4
99	78	33
37	48	28
0	5	62
72	3	16
45	84	78
63	79	1
43	70	32
96	22	63
78	58	58
22	47	58
60	87	60
97	99	92
45	27	100
63	82	97
9	41	3
42	1	5
74	3	59
67	15	63
72	3	56
70	60	91
71	79	59
4	12	16
56	49	86
87	18	52
2	80	88
36	87	81
60	36	57
53	48	44
99	93	71
97	24	95
35	75	67
9	93	3
38	4	28
87	86	52
19	88	85
7	65	36
76	36	17
75	9	24
33	17	30
15	6	19
46	60	25
91	52	43
85	94	88
85	99	82
53	74	50
5	33	61
59	91	28
35	20	89
78	60	66
43	76	75
73	22	99
9	40	25
27	29	36
42	23	72
48	91	37
35	22	36
74	28	85
70	56	16
92	10	39
36	12	92
78	41	17
12	11	76
84	44	33
25	78	4
25	16	67
56	87	29
51	43	38
30	69	48
91	3	67
83	17	30
86	91	16
44	65	82
54	35	80
62	51	79
2	49	50
80	45	40
49	35	23
10	86	70
54	47	72
69	22	8
9	1	26
3	39	88
89	81	51
86	2	52
50	89	92
59	27	20
98	10	59
26	33	82
6	76	5
47	91	17
9	85	13
71	53	50
52	99	9
63	92	64
89	63	33
72	60	97
78	95	19
52	72	11
49	83	68
45	98	64
82	42	90
34	76	17
39	79	36
42	6	29
11	35	19
95	38	71
48	34	15
9	69	96
98	58	13
1	22	70
82	7	0
45	81	50
74	55	88
15	33	82
60	35	88
91	40	36
93	55	45
98	97	63
48	73	73
95	36	18
3	38	57
66	60	100
28	66	55
69	21	83
83	32	1
34	49	34
7	7	18
78	8	67
25	85	10
37	98	7
78	80	19
70	11	96
24	94	75
89	62	74
82	23	33
63	14	64
62	14	24
39	87	28
100	26	29
90	41	76
90	91	69
47	92	41
64	13	20
6	10	55
59	19	46
44	97	85
34	62	70
46	76	84
84	39	94
92	70	86
66	35	53
100	99	71
4	34	32
92	100	0
43	56	3
70	80	67
83	56	30
45	56	79
5	43	15
86	64	53
48	73	44
35	40	75
2	60	20
75	39	62
52	42	63
70	2	20
80	14	59
26	8	13
55	21	79
74	94	56
55	19	71
80	44	26
56	8	15
28	67	20
46	7	16
69	93	14
15	36	40
96	6	50
94	21	64
31	80	19
97	28	66
65	19	20
92	73	98
37	13	95
5	51	47
38	81	1
97	87	28
65	58	58
15	60	12
20	86	22
63	25	28
96	32	38
55	82	88
97	77	19
16	79	22
46	90	56
3	55	41
62	34	94
92	31	71
7	49	60
7	71	88
75	74	89
67	10	18
8	84	100
14	0	9
9	49	79
36	70	71
57	17	30
82	1	91
35	4	1
68	47	32
28	89	6
32	41	5
33	80	80
38	95	71
41	48	34
84	83	83
92	72	80
89	51	53
57	93	73
99	32	6
17	40	37
67	86	11
3	77	7
74	3	91
91	18	22
60	40	53
57	51	21
19	76	75
53	39	37
53	76	48
33	34	47
74	21	54
34	75	62
22	80	5
75	18	69
89	98	32
31	98	52
19	42	81
85	98	65
62	14	47
75	51	0
60	40	69
43	17	98
68	25	66
91	34	72
16	44	58
6	64	41
4	22	79
96	13	93
67	90	23
90	72	61
15	47	29
5	15	79
100	46	81
35	63	72
87	28	7
9	68	54
7	56	50
5	70	29
22	64	26
77	76	28
75	78	54
5	76	87
43	11	29
79	7	18
61	70	59
7	9	86
85	58	21
69	83	16
10	9	78
100	84	52
52	23	70
52	60	85
18	82	52
20	67	57
25	28	49
32	45	100
70	14	55
41	92	18
7	5	96
37	95	67
9	43	28
78	27	84
48	8	10
75	90	28
33	65	92
64	44	55
68	79	64
78	30	69
97	11	31
52	45	54
90	81	87
86	11	23
29	47	0
65	84	37
90	95	25
26	7	27
27	44	62
40	70	16
3	31	12
59	81	16
52	97	63
56	86	8
41	48	54
68	34	97
55	3	95
26	89	35
43	70	3
4	25	1
93	50	10
70	83	80
10	71	67
85	12	88
74	33	9
16	85	60
73	59	9
65	85	67
22	77	42
78	16	10
12	48	72
62	64	36
99	72	65
74	57	64
30	71	91
7	52	55
26	26	86
43	32	66
92	28	65
44	47	6
37	33	54
57	72	65
15	12	70
73	18	13
95	100	2
46	35	14
76	15	24
87	51	90
25	69	16
5	70	35
72	54	24
59	36	23
9	73	99
26	92	40
86	53	8
72	48	32
64	45	93
50	69	32
82	50	83
65	32	2
49	9	42
34	1	65
89	36	63
79	37	62
15	49	23
84	1	98
81	53	20
84	42	25
42	21	85
93	77	86
41	44	41
97	78	83
98	51	52
43	84	12
69	86	8
31	34	19
8	98	49
85	84	79
82	65	68
17	92	81
80	96	59
77	37	94
21	19	72
41	87	50
46	38	70
8	14	57
16	11	87
66	84	79
37	56	60
62	14	12
14	80	60
72	64	88
54	93	48
15	10	15
47	68	11
99	39	46
9	74	51
10	0	81
94	14	12
80	40	82
33	59	5
60	26	6
91	75	74
82	54	22
9	1	1
72	18	16
68	39	17
13	53	41
61	3	79
79	78	50
76	74	52
67	82	51
10	88	41
5	7	64
72	28	19
29	1	100
79	22	96
97	12	1
64	19	6
64	99	22
27	11	97
24	6	80
70	42	20
51	62	30
75	62	31
53	41	24
21	32	2
80	0	56
54	79	62
51	2	62
44	46	89
18	79	96
68	48	21
39	60	59
80	28	60
65	21	50
70	10	78
82	43	67
20	47	11
41	70	27
18	18	40
58	6	16
42	56	84
35	86	94
2	83	73
43	0	73
96	89	57
11	81	93
85	63	2
22	99	31
85	27	78
95	21	41
19	22	22
44	23	66
67	35	25
85	79	61
95	78	47
39	45	82
70	7	37
47	73	44
13	20	58
52	51	59
16	8	61
31	23	79
51	52	66
92	44	46
67	0	84
42	27	20
85	45	82
97	24	13
3	72	49
78	31	3
7	15	85
67	69	71
100	63	55
68	89	94
15	78	63
92	81	73
60	71	93
38	68	5
77	19	84
48	27	51
30	73	21
63	84	29
62	0	32
13	43	64
66	16	57
89	81	46
51	12	92
76	17	60
11	70	47
79	90	49
87	52	36
3	38	16
73	53	95
33	29	80
41	47	28
28	73	51
48	88	38
37	97	14
59	54	55
61	52	14
82	83	10
83	26	92
28	62	78
41	16	28
52	18	84
12	34	71
32	83	98
97	30	2
11	49	55
21	45	84
61	11	1
80	51	46
69	59	21
36	100	10
73	7	72
10	85	79
31	46	20
85	28	69
16	86	53
8	72	77
36	7	16
94	80	4
27	73	67
37	44	76
49	96	83
87	23	22
30	0	65
77	91	99
64	77	83
32	63	65
94	60	87
44	0	93
94	80	28
67	83	12
11	95	2
44	35	33
87	30	63
30	78	71
12	59	16
18	30	2
22	95	9
2	43	84
89	4	96
90	93	43
95	64	17
52	66	96
96	20	41
50	46	33
1	64	82
16	32	41
76	76	50
25	44	89
3	9	51
19	55	31
37	97	37
19	35	14
53	60	94
21	22	9
61	72	48
76	0	79
1	73	73
54	13	17
94	69	19
29	49	56
45	77	65
10	12	50
97	82	29
68	63	72
48	55	54
40	65	73
41	27	8
72	17	82
59	84	83
20	26	67
95	24	11
37	76	45
44	51	60
99	80	18
50	33	10
0	6	58
63	54	4
47	89	22
48	73	60
83	52	29
67	76	56
63	74	39
60	10	80
8	96	14
12	42	47
91	21	84
72	58	77
24	57	72
62	47	35
90	90	2
86	62	99
31	31	4
63	88	60
71	40	96
79	55	58
91	35	46
75	58	52
76	10	94
52	42	19
85	0	27
3	71	21
78	22	34
15	82	11
43	27	34
24	1	17
81	46	1
13	72	12
90	14	32
51	9	51
4	79	89
86	79	88
33	67	70
75	1	32
24	75	53
35	32	30
17	52	9
77	71	96
17	71	29
15	14	56
89	26	13
84	10	2
22	58	49
47	92	34
48	6	45
70	90	97
59	55	83
1	33	57
41	28	7
93	68	7
59	17	53
13	86	75
19	40	64
51	12	75
81	71	61
76	28	65
51	47	82
32	56	60
74	87	94
56	42	83
95	29	90
42	89	74
81	34	20
70	51	49
32	8	42
8	21	62
96	66	0
43	42	21
26	26	61
94	40	99
82	63	99
82	56	84
85	39	83
88	95	94
45	81	97
32	100	48
17	65	66
31	61	77
83	52	88
69	15	62
12	88	94
21	89	89
51	51	52
59	23	83
80	8	71
6	98	61
24	94	26
13	76	76
33	51	2
21	100	3
96	16	23
20	76	6
100	24	93
8	82	49
96	59	42
84	51	52
5	76	55
26	44	21
35	100	12
18	89	38
87	29	51
49	63	7
59	59	33
65	6	74
69	16	12
78	17	16
34	50	100
50	15	23
48	70	72
2	86	77
94	82	35
54	21	52
98	47	96
34	24	93
19	41	70
81	57	27
9	58	82
96	85	39
38	36	14
28	0	94
35	57	74
56	71	25
38	14	96
61	80	71
20	100	25
6	30	75
54	68	12
45	93	28
95	99	97
97	16	85
38	70	46
2	100	67
19	63	70
44	43	43
32	48	78
11	76	86
13	31	6
39	74	33
82	91	64
45	62	73
29	42	99
10	23	10
24	18	0
58	88	67
4	10	24
70	12	44
50	83	22
11	84	85
79	99	96
12	20	8
3	74	1
98	15	1
44	22	25
67	88	57
85	55	44
39	35	64
8	12	78
19	96	79
50	17	58
14	31	24
14	11	98
92	55	14
66	7	95
23	25	90
19	83	96
65	26	28
40	39	64
32	4	8
31	84	79
22	47	98
43	29	91
1	53	76
60	94	0
30	74	27
69	86	87
89	0	12
83	85	92
30	74	93
61	83	7
89	61	71
35	43	60
98	81	96
100	17	30
20	5	32
28	10	65
36	64	18
21	42	84
66	39	62
6	13	55
99	40	71
69	71	33
29	95	31
67	72	5
91	89	83
82	63	80
59	1	64
27	24	19
89	68	18
88	70	3
99	91	67
40	1	78
60	52	35
100	99	15
34	69	92
13	30	54
0	84	77
83	48	11
92	71	15
51	80	3
15	41	25
28	69	82
38	51	88
5	22	11
44	60	2
48	94	55
27	75	37
64	88	86
26	15	43
56	49	30
62	8	72
31	84	58
91	6	0
10	76	80
66	95	62
66	39	89
8	43	78
61	24	5
67	51	54
39	1	54
38	82	1
58	44	13
39	12	76
45	58	87
55	16	99
57	99	93
24	61	77
54	47	5
52	1	85
67	65	33
3	52	5
46	72	95
78	8	50
48	26	26
13	63	86
91	5	7
6	9	53
61	14	40
78	85	34
96	5	43
29	73	48
42	41	5
82	8	45
4	79	90
42	77	35
50	41	84
20	61	96
77	61	55
81	43	37
65	69	88
60	83	2
7	18	54
79	71	22
80	9	97
63	1	31
63	18	38
5	27	43
51	76	44
47	53	11
93	62	99
69	17	40
57	45	97
87	35	58
81	72	71
62	40	52
100	13	59
24	17	25
99	60	41
45	8	6
59	60	66
42	86	8
23	11	93
57	5	57
35	77	83
80	24	55
72	89	35
93	48	39
53	69	44
74	70	58
99	12	36
90	28	75
93	39	87
62	39	29
60	43	8
2	90	41
42	19	35
86	73	20
72	66	12
26	90	17
64	50	42
34	58	94
20	46	48
8	88	86
69	10	50
5	33	5
31	51	80
3	31	51
22	12	39
15	17	62
63	66	50
70	98	89
88	25	85
14	82	43
93	34	31
50	17	63
71	67	33
6	96	38
37	61	18
91	12	45
54	4	28
86	45	22
35	100	12
61	18	7
20	16	69
36	11	98
19	72	96
77	45	51
29	57	70
11	32	37
70	97	12
40	60	77
15	6	89
9	14	17
50	10	48
25	86	79
69	1	50
20	71	41
49	78	60
78	57	89
52	24	68
76	91	21
96	81	57
93	20	4
9	10	57
79	26	34
2	4	71
91	42	30
88	50	25
72	91	82
16	38	50
0	57	91
50	75	19
27	30	5
22	77	81
45	11	61
84	71	52
26	75	53
17	61	82
37	88	41
96	23	90
75	76	83
54	8	54
67	28	51
15	75	74
66	69	66
49	42	39
65	88	20
30	91	63
98	83	96
8	12	87
79	32	6
16	47	0
98	91	2
6	17	42
0	10	100
79	52	93
16	89	46
1	30	35
69	45	86
20	57	26
59	58	16
65	36	43
67	49	21
65	51	52
36	59	71
78	29	80
63	18	31
2	92	23
41	77	1
71	47	2
15	78	34
76	48	59
26	36	75
56	11	2
72	52	37
94	66	72
65	91	15
5	57	38
96	56	67
93	23	60
42	97	2
19	49	73
18	61	10
12	52	93
5	7	7
28	31	40
87	47	11
29	6	56
87	10	21
96	81	92
93	33	12
15	13	15
0	52	2
64	76	5
61	52	39
22	100	50
31	67	24
26	6	76
48	12	90
47	32	38
52	22	80
19	20	19
80	91	94
93	27	80
37	22	72
6	69	54
17	64	10
72	65	13
68	66	27
37	67	1
25	54	19
64	12	53
25	42	32
19	43	9
56	38	40
45	90	84
4	42	44
35	29	69
28	80	58
66	51	55
93	43	24
93	67	74
60	73	10
18	81	26
22	98	21
1	15	26
74	22	77
43	32	25
57	90	24
51	36	32
96	60	91
77	27	100
86	64	71
66	86	16
73	87	61
17	12	31
48	26	65
31	92	29
78	49	11
99	35	78
49	9	36
79	23	21
36	46	71
22	16	52
55	8	37
60	71	46
64	39	77
93	2	10
68	64	68
62	99	79
88	87	29
94	16	77
81	95	63
39	82	67
61	25	9
12	76	84
93	18	78
66	34	96
0	57	6
26	10	59
54	74	47
92	34	29
22	62	92
60	80	76
83	24	58
9	31	78
0	55	88
84	70	81
0	21	52
33	93	60
71	55	85
4	86	7
20	70	91
81	91	14
93	32	39
2	84	9
38	91	25
29	25	56
71	70	4
66	91	13
78	90	69
32	90	24
92	78	39
50	90	62
87	20	65
74	92	37
41	98	38
42	96	2
35	42	29
28	33	15
3	54	79
78	2	1
45	60	43
14	11	5
71	88	1
63	42	5
92	97	79
68	25	93
75	35	94
67	97	48
96	63	45
23	47	35
83	8	17
64	29	31
95	26	87
32	72	8
0	72	100
24	37	36
37	35	29
87	2	68
7	79	63
95	19	49
61	47	40
66	80	34
88	28	68
47	73	99
6	43	64
86	66	25
48	72	25
8	87	11
6	97	5
50	56	51
68	100	7
38	72	24
68	35	92
65	36	9
69	90	63
30	80	60
4	22	12
38	47	47
23	53	60
29	60	84
28	38	72
17	80	74
92	69	72
39	17	31
33	84	35
16	40	98
49	77	17
46	46	33
38	30	53
60	14	18
64	38	76
8	36	99
38	51	10
89	39	11
89	65	4
81	4	63
12	7	12
63	81	84
67	83	92
38	79	49
20	31	54
53	75	79
56	25	47
37	79	89
87	60	37
5	58	81
29	58	25
90	48	7
6	1	58
92	41	54
6	100	72
61	68	7
57	35	91
25	24	80
16	75	29
23	77	20
46	61	25
11	9	21
24	31	83
47	47	74
20	64	84
93	30	79
17	26	92
29	48	22
90	3	33
46	73	73
79	83	24
38	46	81
29	96	91
51	36	37
24	10	89
17	4	61
96	23	44
50	6	50
29	16	12
2	21	5
89	79	58
10	69	65
49	83	18
3	64	35
89	67	90
54	4	38
34	72	99
72	50	49
28	28	76
75	8	30
68	26	74
85	62	58
80	14	42
24	69	22
43	93	60
9	62	40
61	75	11
75	69	49
7	16	28
8	82	41
89	75	74
88	35	37
61	3	4
32	75	91
97	9	3
77	29	58
90	19	66
36	13	34
18	94	58
24	77	46
30	71	33
0	36	95
48	55	57
22	48	59
35	29	100
21	78	59
46	31	87
70	19	62
75	52	61
40	70	42
80	36	26
58	1	4
57	96	74
9	29	75
0	67	71
7	0	85
35	98	15
99	79	46
60	60	52
71	26	84
33	7	85
15	43	12
32	77	27
96	64	83
85	36	2
11	70	52
92	68	51
76	5	73
26	81	58
81	99	42
53	86	70
91	76	21
90	85	24
59	76	23
58	39	33
33	13	43
44	48	90
100	80	58
32	58	2
12	90	62
54	51	79
85	43	78
12	95	60
81	22	85
28	33	93
28	17	66
39	93	67
15	37	51
52	53	6
12	58	18
18	78	96
62	4	24
45	74	97
55	21	19
83	63	26
5	71	46
65	4	40
37	74	98
95	39	14
27	32	90
72	0	36
41	63	45
89	67	28
69	83	44
69	84	71
48	32	74
25	47	83
60	47	54
79	82	3
99	67	65
9	17	42
7	84	21
83	41	0
82	16	4
17	97	21
96	68	90
26	47	7
40	2	85
7	11	53
83	63	81
41	91	100
64	59	66
2	61	0
50	66	91
74	44	30
78	42	50
33	83	13
14	72	20
58	69	14
57	0	72
68	0	79
19	40	25
5	54	37
56	94	7
89	76	81
16	67	59
55	29	69
3	50	80
67	26	18
79	5	91
51	46	61
28	83	65
11	54	3
4	73	89
12	77	90
6	25	97
39	41	2
56	1	71
